k,H_level,h_level,ell,solver,mode,coarse_nodes,coarse_elements,fine_nodes,fine_elements,H_max,H_min,h_max,h_min,kH,kh,h_over_H,p1_energy_abs,lod_energy_abs,p1_l2_abs,lod_l2_abs,fine_energy_abs,fine_l2_abs,p1_energy_rate,lod_energy_rate,p1_l2_rate,lod_l2_rate,p1_residual,petrov_residual,corrector_residual,constraint_residual,nesting_coordinate_residual,corrector_threads,symbolic_analyses,symbolic_reuses,factorization_reuses,schur_residual,schur_rcond,mesh_ms,operators_ms,correctors_ms,basis_ms,build_ms,load_ms,lod_solve_ms,p1_solve_ms,fine_solve_ms,error_ms,export_ms,total_ms,coarse_nodes_file,coarse_elements_file,fine_nodes_file,fine_elements_file,fields_file
32,12,18,5,saddle,two-sided,4225,8192,263169,524288,0.022097086912079612,0.022097086912079612,0.0027621358640099515,0.0027621358640099515,0.70710678118654757,0.088388347648318447,0.125,3.2716341166278511,0.24452927264792887,0.060927923522275829,0.0010575150478792793,nan,nan,nan,nan,nan,nan,1.8911654575214931e-14,5.1277794761496868e-13,4.2108111884407928e-15,7.1231774897117009e-16,0,64,8172,20,0,0,1,2038.212798,576.60668999999996,29625.795542,21768.771468999999,54034.240763000002,132.13334699999999,152.69180900000001,28.982438999999999,0,451.33210100000002,16.418907999999998,54835.586768000001,H_L12_coarse_nodes.csv,H_L12_coarse_elements.csv,fine_L18_nodes.csv,fine_L18_elements.csv,
