iteration,k,ell,mark,basis,denominator,coarse_nodes,coarse_elements,fine_nodes,fine_elements,L_min,L_max,level_gap,H_min,H_max,grading_ratio,neighbor_ratio,q_min,q_max,marked,closure_added,refined_total,nesting_residual,fixed_fine_mesh,petrov_residual,primal_residual,adjoint_residual,constraint_residual,trial_test_conjugacy,min,median,p90,p99,max,global_H_scaled_max,argmax,argmax_level,argmax_x,argmax_y,argmax_boundary,argmax_transition,argmax_energy,mass_rank,mass_condition,hermitian_defect,eigen_residual,energy_identity_error,patch_elements,patch_diameter_over_H,build_ms,inverse_ms
0,2,3,fraction,coarse,element,13,16,4225,8192,3,3,0,0.5,0.5,1,1,0.044194173824159223,0.044194173824159223,0,0,0,5.4583746994685725e-17,1,1.2237505630369289e-14,4.9749556393458985e-15,4.9752901326747098e-15,1.0503703018329559e-15,0,8.4852813742385642,8.4852813742385642,8.485281374238566,8.485281374238566,8.485281374238566,8.485281374238566,7,3,0.91666666666666663,0.75,1,0,8.544003745317525,3,3.999999999999996,0,4.2414822972606285e-16,3.8933848534800047e-16,1,1,640.66041700000005,4.3920120000000002
0,2,3,fraction,coarse,patch1,13,16,4225,8192,3,3,0,0.5,0.5,1,1,0.044194173824159223,0.044194173824159223,0,0,0,5.4583746994685725e-17,1,1.2237505630369289e-14,4.9749556393458985e-15,4.9752901326747098e-15,1.0503703018329559e-15,0,3.6044828737838008,3.6044828737838026,4.2811750887122884,4.2811750887122892,4.2811750887122892,4.2811750887122892,10,3,0.083333333333333329,0.75,1,0,4.316106271051761,7,8.3736389961776165,0,4.9043135335700943e-16,0,6,2.2360679774997898,640.66041700000005,30.114186
0,2,3,fraction,trial,element,13,16,4225,8192,3,3,0,0.5,0.5,1,1,0.044194173824159223,0.044194173824159223,0,0,0,5.4583746994685725e-17,1,1.2237505630369289e-14,4.9749556393458985e-15,4.9752901326747098e-15,1.0503703018329559e-15,0,33.045922408709821,33.045923118239962,64.224019734577254,64.224019891548352,64.224019891548352,64.224019891548352,2,3,0.25,0.58333333333333337,0,0,64.231804669150208,13,1376324184.7003155,3.0963536795529037e-16,2.989946523261817e-15,6.269891956947273e-12,1,1,640.66041700000005,41.266091000000003
0,2,3,fraction,trial,patch1,13,16,4225,8192,3,3,0,0.5,0.5,1,1,0.044194173824159223,0.044194173824159223,0,0,0,5.4583746994685725e-17,1,1.2237505630369289e-14,4.9749556393458985e-15,4.9752901326747098e-15,1.0503703018329559e-15,0,2.7871341947107271,2.7871341947107666,3.4017874377964827,3.4017874377977031,3.4017874377977031,3.4017874377977031,10,3,0.083333333333333329,0.75,1,0,3.4512364551138393,13,13543633.649908543,1.0903431556842889e-16,7.1313325746343523e-16,0,6,2.2360679774997898,640.66041700000005,77.033100000000005
0,2,3,fraction,test,element,13,16,4225,8192,3,3,0,0.5,0.5,1,1,0.044194173824159223,0.044194173824159223,0,0,0,5.4583746994685725e-17,1,1.2237505630369289e-14,4.9749556393458985e-15,4.9752901326747098e-15,1.0503703018329559e-15,0,33.045922408709821,33.045923118239962,64.224019734577254,64.224019891548352,64.224019891548352,64.224019891548352,2,3,0.25,0.58333333333333337,0,0,64.231804669150208,13,1376324184.7003155,3.0963536795529037e-16,2.989946523261817e-15,6.269891956947273e-12,1,1,640.66041700000005,88.686599000000001
0,2,3,fraction,test,patch1,13,16,4225,8192,3,3,0,0.5,0.5,1,1,0.044194173824159223,0.044194173824159223,0,0,0,5.4583746994685725e-17,1,1.2237505630369289e-14,4.9749556393458985e-15,4.9752901326747098e-15,1.0503703018329559e-15,0,2.7871341947107271,2.7871341947107666,3.4017874377964827,3.4017874377977031,3.4017874377977031,3.4017874377977031,10,3,0.083333333333333329,0.75,1,0,3.4512364551138393,13,13543633.649908543,1.0903431556842889e-16,7.1313325746343523e-16,0,6,2.2360679774997898,640.66041700000005,127.386816
1,2,3,fraction,coarse,element,17,22,4225,8192,3,4,1,0.35355339059327379,0.5,1.4142135623730949,1.4142135623730949,0.044194173824159223,0.0625,4,2,6,5.6529671697176664e-15,1,7.3363954867283894e-15,4.1735126461870272e-15,4.1736033318502764e-15,8.6676802052936841e-16,0,8.4852813742385624,8.4852813742385713,8.4852813742385713,8.4852813742385766,8.4852813742385766,12,3,3,0.25,0.91666666666666663,1,0,8.5440037453175375,3,4.0000000000000071,5.5511151231257839e-17,1.1645185369284679e-16,0,1,1,1199.135949,3.2846799999999998
1,2,3,fraction,coarse,patch1,17,22,4225,8192,3,4,1,0.35355339059327379,0.5,1.4142135623730949,1.4142135623730949,0.044194173824159223,0.0625,4,2,6,5.6529671697176664e-15,1,7.3363954867283894e-15,4.1735126461870272e-15,4.1736033318502764e-15,8.6676802052936841e-16,0,3.1615770311083358,3.6706955245748776,4.4140684523883582,4.8623641932093244,4.8623641932093244,6.8764213872339388,13,4,0.16666666666666666,0.083333333333333329,1,0,4.8809561487072788,9,9.2749172176353554,0,4.5575064409956886e-16,0,8,2,1199.135949,39.571216999999997
1,2,3,fraction,trial,element,17,22,4225,8192,3,4,1,0.35355339059327379,0.5,1.4142135623730949,1.4142135623730949,0.044194173824159223,0.0625,4,2,6,5.6529671697176664e-15,1,7.3363954867283894e-15,4.1735126461870272e-15,4.1736033318502764e-15,8.6676802052936841e-16,0,33.742294484665592,56.2503442146079,64.311164491895369,65.927606982437922,65.927606982437922,90.949721036445439,0,3,0.58333333333333337,0.75,0,0,65.935190622676316,14,1197784999.1397111,1.3108402321048811e-16,2.4546941616836446e-15,4.1095622817247645e-12,1,1,1199.135949,55.274267999999999
1,2,3,fraction,trial,patch1,17,22,4225,8192,3,4,1,0.35355339059327379,0.5,1.4142135623730949,1.4142135623730949,0.044194173824159223,0.0625,4,2,6,5.6529671697176664e-15,1,7.3363954867283894e-15,4.1735126461870272e-15,4.1736033318502764e-15,8.6676802052936841e-16,0,2.4450314080625977,2.9195514957265503,3.4011480368945084,3.9427424350494289,3.9427424350494289,5.5758798245908237,18,4,0.083333333333333329,0.16666666666666666,1,0,3.9682128865840247,17,395875442.51603568,1.552575022970863e-16,6.2825647878764436e-16,0,8,2,1199.135949,116.830529
