schema_version,case,method,kappa,run_id,reference_epoch,H_step,iteration,action,stop_reason,N_H,DoF_H,N_ref,N_amb,ell,kappa_H_max,mu_H,rho_amb,eta_H,Theta_loc,U_prac,reference_energy_error,reference_L2_error,exact_energy_error,exact_L2_error,relative_exact_energy_error,relative_exact_L2_error,reference_error_ratio,reference_log_improvement,reference_dof_log_slope,marked_H,rebuilt_correctors,ambient_refined_elements,time_mesh,time_corrector,time_certificate,time_solve,time_estimator,time_total_cumulative,peak_memory_mb
4,S,UFEM,16,S_UFEM_k16_r0_f317ae18111e2dc8,0,0,0,InitializeReferenceEpoch,initialized fixed evaluation-reference epoch for uniform FEM,113,104,197633,,,4,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,4.9799999999999998e-06,1319.14453125
4,S,UFEM,16,S_UFEM_k16_r0_f317ae18111e2dc8,0,0,1,SolveUniformFem,solved conforming P1 FEM on the current uniform mesh,113,104,197633,,,4,,,,,,1.0882635026118801,1.102218828262818,4.6269492452300831,0.17497524708130352,1.0879989792367863,1.1020387606265405,,,,0,0,0,0,0,0,0.0060004079999999996,0,0.0061115279999999998,1319.14453125
4,S,UFEM,16,S_UFEM_k16_r0_f317ae18111e2dc8,0,1,2,RefineUniformFem,uniformly refined every conforming P1 element,225,208,197633,,,2.8284271247461903,,,,,,,,,,,,,,,192,0,0,2.4222415810000002,0,0,0,0,2.4283656689999997,1319.14453125
4,S,UFEM,16,S_UFEM_k16_r0_f317ae18111e2dc8,0,1,3,SolveUniformFem,solved conforming P1 FEM on the current uniform mesh,225,208,197633,,,2.8284271247461903,,,,,,1.1000912888596661,1.1275061904076047,4.6770305196269941,0.17898383302548909,1.0997752863745593,1.1272858579130645,1.0108684948262978,-0.010809857222143173,-0.015695745193637065,0,0,0,0,0,0,0.0092932810000000005,0,2.4377718599999998,1319.14453125
4,S,UFEM,16,S_UFEM_k16_r0_f317ae18111e2dc8,0,2,4,RefineUniformFem,uniformly refined every conforming P1 element,417,400,197633,,,2,,,,,,,,,,,,,,,384,0,0,2.3974323179999999,0,0,0,0,4.8352205879999985,1319.14453125
4,S,UFEM,16,S_UFEM_k16_r0_f317ae18111e2dc8,0,2,5,SolveUniformFem,solved conforming P1 FEM on the current uniform mesh,417,400,197633,,,2,,,,,,0.8800411152455192,0.84670985464119819,3.745072061207479,0.13453597172995393,0.88063092197574488,0.84734188416990108,0.79997098800568922,0.22317981696468897,0.36172600710890213,0,0,0,0,0,0,0.0088364829999999991,0,4.8441703099999991,1319.14453125
4,S,UFEM,16,S_UFEM_k16_r0_f317ae18111e2dc8,0,3,6,RefineUniformFem,uniformly refined every conforming P1 element,833,800,197633,,,1.4142135623730951,,,,,,,,,,,,,,,768,0,0,2.3212764789999998,0,0,0,0,7.1654733489999991,1319.14453125
4,S,UFEM,16,S_UFEM_k16_r0_f317ae18111e2dc8,0,3,7,SolveUniformFem,solved conforming P1 FEM on the current uniform mesh,833,800,197633,,,1.4142135623730951,,,,,,0.59972324899306884,0.47224560755075923,2.5575872260558619,0.075232053247054329,0.6014010839056545,0.47383067092483971,0.6814718523983444,0.38350033112207754,0.55423334177342087,0,0,0,0,0,0,0.015255329,0,7.180851257999997,1319.14453125
4,S,UFEM,16,S_UFEM_k16_r0_f317ae18111e2dc8,0,4,8,RefineUniformFem,uniformly refined every conforming P1 element,1601,1568,197633,,,1,,,,,,,,,,,,,,,1536,0,0,2.3384075819999999,0,0,0,0,9.5192990699999953,1319.14453125
4,S,UFEM,16,S_UFEM_k16_r0_f317ae18111e2dc8,0,4,9,SolveUniformFem,solved conforming P1 FEM on the current uniform mesh,1601,1568,197633,,,1,,,,,,0.45643827987033614,0.31373610505320815,1.9510203333663376,0.050121976280534428,0.45877056753131396,0.3156809979796002,0.76108151657734269,0.27301480914710052,0.41786910469041916,0,0,0,0,0,0,0.028690362000000001,0,9.5481257019999966,1319.14453125
4,S,UFEM,16,S_UFEM_k16_r0_f317ae18111e2dc8,0,5,10,RefineUniformFem,uniformly refined every conforming P1 element,3201,3136,197633,,,0.70710678118654757,,,,,,,,,,,,,,,3072,0,0,2.402586001,0,0,0,0,11.950780833,1319.14453125
